title,pictureURLLarge,converted_price,brand,profit,ROI
buck 285 usa pink camo bantam lockback folding pocket hunting knife ~ f150,https://i.ebayimg.com/00/s/MTA4NFgxNjAw/z/UdcAAOSw4Cxjs8d3/$_1.JPG,34.99,buck,7.441300000000003,32.35347826086957
vintage pre date code buck #309 companion knife never used in box,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EVUAAOSwE5diSvJi/$_1.JPG,89.99,buck,55.29129999999999,240.39695652173918
"buck 307 “wrangler” stockman pocket knife, circa 1973-1986 made in usa",https://i.ebayimg.com/00/s/Njc0WDE2MDA=/z/hqMAAOSwKExhBezo/$_1.JPG,145.0,buck,103.15,448.4782608695652
buck usa juno 433 pocket knife lockback blade black handle dated 2004,https://i.ebayimg.com/00/s/MTYwMFg3MTk=/z/XnsAAOSw2kFjkfPT/$_1.JPG,36.56,buck,8.807200000000002,38.29217391304349
buck usa 303 cadet stockman pocket knife dated 1999 3 plain blades slipjoint,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/p7UAAOSwDIhiuOpU/$_1.JPG,50.48,buck,20.9176,90.94608695652174
"buck knife 551 king charles ii, folding pocket knife, c-x",https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rXgAAOSwnotiVHBq/$_1.JPG,104.98,buck,68.33259999999999,297.0982608695652
buck metro 759 folding pocket knife - tiawan - (2003) - b96,https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/sn4AAOSwINdjE3Do/$_1.JPG,18.99,buck,-6.4787,-28.168260869565216
limited production buck colt 703 with horse etched blade in display case,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/2zkAAOSwlSJhLWu1/$_1.JPG,225.0,buck,172.75,751.0869565217392
buck 2002 anvil folding pocket knife combo edge lockback blk glass filled nylon,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/~qEAAOSwf1FiHUG2/$_1.JPG,32.39,buck,5.179300000000001,22.51869565217392
vintage buck 529 a folding gents knife stainless steel nice,https://i.ebayimg.com/00/s/MTExMlgxMzMz/z/m~kAAOSwMn1jH5j9/$_1.JPG,24.99,buck,-1.258700000000001,-5.472608695652179
buck model 318 2007 blue pocket knife w/frame lock combo edge blade nice used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/YLsAAOSwLR9gtDw0/$_1.JPG,24.79,buck,-1.4327000000000003,-6.2291304347826095
buck 176 ats-34 folding pocket knife usa 1st production run 1 of 500,https://i.ebayimg.com/00/s/MTE5NVgxNjAw/z/IMcAAOSw~u5a4hdi/$_1.JPG,149.99,buck,107.4913,467.3534782608695
buck whittaker 759 black folding pocket knife & bottle opener (pocket worn),https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/7r4AAOSwvDpjUr7V/$_1.JPG,15.0,buck,-9.95,-43.26086956521737
buck usa bantam 285 camo camouflage lockback folding pocket knife!,https://i.ebayimg.com/00/s/OTY1WDE2MDA=/z/F6QAAOSwXGhjU0f7/$_1.JPG,29.97,buck,3.0738999999999983,13.364782608695645
used buck 373 trio pocket knife 3 blades china z,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/SOAAAOSwOlBjtkho/$_1.JPG,16.99,buck,-8.218700000000002,-35.73347826086957
buck 371 stockman (2006)mother of pearl and burled maple handles,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Q14AAOSwmkFieshq/$_1.JPG,129.99,buck,90.0913,391.70130434782607
vintage buck 110 knife w/ leather sheath engraved {see description},https://i.ebayimg.com/00/s/OTM2WDE0NDI=/z/Z94AAOSw4qhjao0N/$_1.JPG,225.0,buck,172.75,751.0869565217392
rare vintage 1992 buck 424 gray bucklite knife never used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WLUAAOSwlvlf-ZmR/$_1.JPG,129.99,buck,90.0913,391.70130434782607
customized buck 254 odessa knife-floral ornament engraved on handle(fo-09),https://i.ebayimg.com/00/s/NTYwWDgyMg==/z/rjsAAOSwZjZjqwhI/$_1.JPG,75.0,buck,42.25,183.69565217391303
buck solo model 379 red handled folding pocket knife,https://i.ebayimg.com/00/s/NTAwWDE1NzE=/z/DDoAAOSw~41jhp-z/$_1.JPG,17.95,buck,-7.3835000000000015,-32.10217391304349
vintage buck knife folding pocket knife w black leather shealth,https://i.ebayimg.com/00/s/MTEyNVgxMTUz/z/UioAAOSw7sFhg~LC/$_1.JPG,75.0,buck,42.25,183.69565217391303
used buck knife 379,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/HeMAAOSwTJBi20mp/$_1.JPG,19.54,buck,-6.0002,-26.08782608695652
buck 110 hunter folding pocket knife & leather belt buck sheath - lockback usa,https://i.ebayimg.com/00/s/MTUzOFgxMjQz/z/WzQAAOSwSBBf~8A2/$_1.JPG,89.95,buck,55.2565,240.24565217391304
buck 373 trio pocket knife 3 blades! fast shipping!,https://i.ebayimg.com/00/s/OTAwWDEwNzU=/z/hkAAAOSwBDFimWWb/$_1.JPG,18.97,buck,-6.496100000000002,-28.24391304347827
buck deuce model 375 wood handles folding pocket knife no shield,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/lV0AAOSwHi5ioBRu/$_1.JPG,16.99,buck,-8.218700000000002,-35.73347826086957
buck usa 444u gray handle bucklite lockback pocket knife  -1998 model,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0CIAAOSwHDFjQgc7/$_1.JPG,40.0,buck,11.799999999999995,51.30434782608695
buck 446u u.s.a. vintage  folding knife,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/yUEAAOSw~31hW5~N/$_1.JPG,75.0,buck,42.25,183.69565217391303
"buck knife 110t folding lock blade pocket knife, with sheath",https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/gcsAAOSwXxNgRp9D/$_1.JPG,53.0,buck,23.11,100.47826086956522
gerber 1910313a folding knife,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/~~MAAOSwOS5jENDP/$_1.JPG,20.99,buck,-4.7387000000000015,-20.60304347826088
vintage single blade folding buck 110 + knife with leather case,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/AZIAAOSwS-ljgjTk/$_1.JPG,99.99,buck,63.9913,278.2230434782608
vintage pre date code buck 309 companion knife used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/MpYAAOSwP6JggaHb/$_1.JPG,55.95,buck,25.676500000000004,111.63695652173917
stainless and black buck 242 frame lock knife,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jssAAOSwy1th65BL/$_1.JPG,33.99,buck,6.571300000000001,28.5708695652174
buck 326 scholar gentleman's sdc folding pocket knife plain edge frame lock ss,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/vFkAAOSwsSliDoN7/$_1.JPG,17.99,buck,-7.348700000000001,-31.95086956521739
customized buck 254 odessa knife-floral ornament engraved on handle(fo-01),https://i.ebayimg.com/00/s/NTIwWDg0MA==/z/o~QAAOSwYLVjqai~/$_1.JPG,75.0,buck,42.25,183.69565217391303
customized buck 254 odessa knife-floral ornament engraved on handle(fo-05),https://i.ebayimg.com/00/s/NTIwWDg0MA==/z/hGkAAOSwkR9jqaqU/$_1.JPG,75.0,buck,42.25,183.69565217391303
buck 110 1972 two pin with original case,https://i.ebayimg.com/00/s/OTk3WDE2MDA=/z/ol0AAOSw931h4HQo/$_1.JPG,225.0,buck,172.75,751.0869565217392
vintage buck #703 colt knife  lightly used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3PYAAOSwuN9hgUjS/$_1.JPG,59.99,buck,29.1913,126.91869565217392
buck no. 110 lockback folder - nice knife for use- still has lots of life left,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/F90AAOSwaQZhxcrk/$_1.JPG,72.88000000000002,buck,40.40560000000001,175.67652173913046
buck 110 rubber handle usa folding hunter knife!,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/RrkAAOSwpQVijXxx/$_1.JPG,49.97,buck,20.4739,89.01695652173912
buck bones model 870 camo folding tactical knife with dual thumb stud  2011,https://i.ebayimg.com/00/s/OTcxWDE2MDA=/z/tuYAAOSwuVljiryO/$_1.JPG,18.98,buck,-6.487400000000001,-28.20608695652174
buck solo model 379 wood handle folding pocket knife,https://i.ebayimg.com/00/s/MzI1WDE1Njc=/z/tCwAAOSwXKdeDUVs/$_1.JPG,26.45,buck,0.011499999999998069,0.0499999999999916
buck 760bkx whittaker folder multi-tool sheath taiwan 2004 discontinued,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/cS8AAOSw5FBjWt3f/$_1.JPG,125.0,buck,85.75,372.82608695652175
buck 110 folding lockback hunter pocket knife 2004,https://i.ebayimg.com/00/s/MTU5OVgxNTk5/z/SxkAAOSwlAhiAu1Z/$_1.JPG,65.0,buck,33.55,145.86956521739128
buck bucklite 422 finger groove hunters lockback folding pocket knife usa,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/nd4AAOSwUY9imBCg/$_1.JPG,35.0,buck,7.4499999999999975,32.39130434782609
vintage usa buck 110 x  with sheath free shipping,https://i.ebayimg.com/00/s/MTM4MFgxMjAw/z/t4kAAOSw4Zhh8gZ3/$_1.JPG,80.0,buck,46.6,202.6086956521739
knife-buck knives and colt pistol cuff links w/cases,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MfkAAOSwPolhIrQa/$_1.JPG,250.0,buck,194.5,845.6521739130435
"buck 372 collector's edition 2006 2-blade red pocket knife  no logo panel,chiped",https://i.ebayimg.com/00/s/MTA2MlgxNjAw/z/JdkAAOSwJGZimWsy/$_1.JPG,18.0,buck,-7.34,-31.91304347826087
"2021 buck knives model 110 folding pocket knife with leather sheath 4"" blade",https://i.ebayimg.com/00/s/MTIzNVgxNjAw/z/L1kAAOSwoyhjpfop/$_1.JPG,69.45,buck,37.4215,162.70217391304345
buck usa 119x black handles  knife,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GjYAAOSwYdBgY7Yx/$_1.JPG,87.94,buck,53.5078,232.6426086956522
"buck stockman 371 folding 3 blade pocket knife 4""",https://i.ebayimg.com/00/s/ODQ3WDEyODA=/z/dG4AAOSwGcxjtcwJ/$_1.JPG,25.85,buck,-0.5105000000000004,-2.219565217391306
buck usa bantam black 284 folding pocket knife! nice!,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/ZjwAAOSwedJiZIbx/$_1.JPG,18.99,buck,-6.4787,-28.168260869565216
buck 110 usa made 1991 single blade lock back with a  buck 110 sheath,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QWAAAOSwFR5iEpkE/$_1.JPG,83.0,buck,49.21,213.95652173913044
vintage buck 110 + hunter 1991 lockback knife leather sheath folding hunting,https://i.ebayimg.com/00/s/MTA4MFgxNjAw/z/wzUAAOSwi-tjV1yj/$_1.JPG,92.9,buck,57.82300000000001,251.40434782608705
buck knife 379 bent tip,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Z~QAAOSwR0dh6NOb/$_1.JPG,19.54,buck,-6.0002,-26.08782608695652
vintage buck knife model 121 usa 5” blade,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PBoAAOSwIPZjsy7r/$_1.JPG,75.0,buck,42.25,183.69565217391303
used buck knife 379 g,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/O6UAAOSwCyFjuiTz/$_1.JPG,16.99,buck,-8.218700000000002,-35.73347826086957
"buck usa 529 a stainless folding pocket knife,owens brockway perrysburg ohio",https://i.ebayimg.com/00/s/NjU3WDE2MDA=/z/3PYAAOSwsedij~Ff/$_1.JPG,23.74,buck,-2.346200000000003,-10.200869565217404
vtg 1990's buck usa 312 x brown bone mini trapper knife,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/jGEAAOSwJj5ivdEk/$_1.JPG,79.0,buck,45.73,198.8260869565217
customized buck 254 odessa knife-floral ornament engraved on handle(fo-04),https://i.ebayimg.com/00/s/NTIwWDg0MA==/z/BiQAAOSwLB9jqapR/$_1.JPG,75.0,buck,42.25,183.69565217391303
buck usa 365 folding pocket knife with clip 2017 model great condition,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/whoAAOSwc7hjg7e-/$_1.JPG,35.98999999999999,buck,8.311299999999996,36.13608695652172
buck usa  285 black folding pocket knife warning:sharp,https://i.ebayimg.com/00/s/MTYwMFg2OTk=/z/E3oAAOSwO5ljVQKB/$_1.JPG,20.02,buck,-5.582599999999999,-24.27217391304348
vintage pre date code buck #703 colt knife  used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3E0AAOSwuN9hgUiT/$_1.JPG,59.99,buck,29.1913,126.91869565217392
buck usa bantam black 284 folding pocket knife!,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wmoAAOSwmCFjK8CC/$_1.JPG,17.99,buck,-7.348700000000001,-31.95086956521739
2004 buck usa 444 bucklite folding lockback pocket knife edc clean,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/3v0AAOSwZ9ZjarkN/$_1.JPG,39.0,buck,10.93,47.52173913043478
buck usa 301 2013 the chairman series chuck buck signature pocket knife  3 blade,https://i.ebayimg.com/00/s/NzExWDk4Ng==/z/s8gAAOSw6DZjc49G/$_1.JPG,105.0,buck,68.35,297.17391304347825
rare buck knives 284 bantam (no date stamp) realtree pattern folding knife  usa,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/4fUAAOSwG6NjZe1N/$_1.JPG,37.49,buck,9.616300000000004,41.81000000000001
buck 316 parallax tactical frame lock folding pocket clip knife,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/2E0AAOSwOZZjdA7T/$_1.JPG,19.99,buck,-5.6087000000000025,-24.38565217391305
buck nano bantam model 283 lockback folding pocket knife a1499,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/bJYAAOSw~YtjLhXw/$_1.JPG,12.0,buck,-12.56,-54.60869565217392
original 1993 buck 526 executive plain edge lockback folding / pocket knife,https://i.ebayimg.com/00/s/MTEyNFgxNjAw/z/hwwAAOSwDslhBBMt/$_1.JPG,39.76,buck,11.5912,50.39652173913044
buck usa vertex 418 folding pocket knife - red - with original box!,https://i.ebayimg.com/00/s/ODIyWDk4Nw==/z/mDwAAOSwLEljcRte/$_1.JPG,74.38,buck,41.7106,181.3504347826087
buck 110 crelicam ebony wood folding hunter lockback pocket knife made in usa,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/HPEAAOSwuxNiYDMA/$_1.JPG,50.0,buck,20.5,89.13043478260867
buck 379 single blade pocket knife 3 pin wood handle w/ brass bolsters,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/4L8AAOSw44peYtOu/$_1.JPG,21.1,buck,-4.642999999999997,-20.18695652173912
buck 327 nobleman frame-lock knife with stainless steel handle folding,https://i.ebayimg.com/00/s/NTAwWDE1NTk=/z/tW0AAOSwTSFjdn7U/$_1.JPG,24.99,buck,-1.2586999999999977,-5.4726086956521645
buck 373 trio wood handle folding pocket knife,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/gooAAOSwOq1iy2X6/$_1.JPG,25.0,buck,-1.25,-5.434782608695652
buck masters surgical steel hunting knife with case,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0GMAAOSw~xRgHzOv/$_1.JPG,54.12000000000001,buck,24.0844,104.71478260869569
pre date code buck 709  aurum etch yearling knife never used in box,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/fs8AAOSw0zRgOPcj/$_1.JPG,129.95,buck,90.05649999999999,391.55
used black buck 870 folding pocket knife,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/SiAAAOSwOjljGWCo/$_1.JPG,16.99,buck,-8.218700000000002,-35.73347826086957
vintage buck usa 110 folding hunter lock back knife h,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/bFYAAOSwOD1i8oRu/$_1.JPG,76.49,buck,43.5463,189.3317391304348
rare 1989 buck 309 brown bone companion knife never used in box factory fresh,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/-UwAAOSwnI5f9lb-/$_1.JPG,159.95,buck,116.1565,505.0282608695652
buck knife 371 stockman,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ss4AAOSwp1tjhMad/$_1.JPG,30.0,buck,3.1000000000000014,13.478260869565222
buck 373 trio pocket knife 3 blades jigged bone handle,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/10cAAOSw5Ahjof4r/$_1.JPG,15.99,buck,-9.0887,-39.516086956521725
used buck 373 trio slip joint pocket knife 3 blades china wood handle stockman,https://i.ebayimg.com/00/s/NTc0WDE1MTE=/z/4zAAAOSwTJpi2gdl/$_1.JPG,18.48,buck,-6.9224,-30.09739130434783
vintage (~1990) buck v52 selector black handle with 42835 saw blade (1 of 2),https://i.ebayimg.com/00/s/MTU5OVgxMjAw/z/cnoAAOSw7JdjZss2/$_1.JPG,90.99,buck,56.1613,244.1795652173913
"vintage buck 425 u usa mini lite lockback pocket knive 2"" blade folding knife",https://i.ebayimg.com/00/s/OTYwWDE2MDA=/z/2xAAAOSw0QZiychp/$_1.JPG,29.99,buck,3.091299999999997,13.44043478260868
vintage buck 703 usa 1986 3-blade pocket knife b7,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/hTIAAOSweyxh0QcY/$_1.JPG,34.43,buck,6.9541,30.235217391304346
buck usa whittaker 759 purple folding pocket knife & bottle opener!,https://i.ebayimg.com/00/s/OTg5WDEyMjA=/z/D4IAAOSwH3FjGoM0/$_1.JPG,21.97,buck,-3.8861000000000026,-16.89608695652175
buck whittaker 759 folding pocket knife & bottle opener,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/z-0AAOSwMc9iSgrU/$_1.JPG,27.99,buck,1.3512999999999984,5.87521739130434
buck stockman 371 folding pocket knife (2017) - b371-1,https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/q6gAAOSwWvhjKzxa/$_1.JPG,19.99,buck,-5.6087000000000025,-24.38565217391305
buck model #425 knife - black,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/4n0AAOSw4pJdr5BB/$_1.JPG,19.99,buck,-5.6087000000000025,-24.38565217391305
buck bantam 286 folding knife,https://i.ebayimg.com/00/s/NTM2WDEwMTg=/z/7~sAAOSwphJgyRwz/$_1.JPG,25.74,buck,-0.6062000000000012,-2.6356521739130487
rare vintage 1989 buck 425 grey minibuck  knife never used in box,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/amQAAOSwTWZbiyzs/$_1.JPG,95.0,buck,59.65000000000001,259.34782608695656
buck usa whittaker 759 blue folding pocket knife & bottle opener!,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/8yUAAOSwHWNjdXVS/$_1.JPG,23.97,buck,-2.146100000000001,-9.330869565217396
buck usa bantam 284 pocket knife (2019) - b825,https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/sLoAAOSwg-NiIifV/$_1.JPG,17.99,buck,-7.348700000000001,-31.95086956521739
buck knife 326 scholar pocket knife stainless steel very clean,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/HzcAAOSwWw1hdKHl/$_1.JPG,10.95,buck,-13.4735,-58.58043478260871
buck 112 leroy remer crimson lockback with filework clip point knife,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/fAEAAOSwci9ibBbZ/$_1.JPG,325.0,buck,259.75,1129.3478260869565
vintage 1991 buck 309 bb brown bone companion knife never used in box,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/p9YAAOSwUDNiiSd4/$_1.JPG,149.95,buck,107.45649999999998,467.20217391304334
vintage buck 704 single blade folding pocket knife - usually ships in 12 hours!,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r1cAAOSwlJBb2cjs/$_1.JPG,67.49,buck,35.7163,155.2882608695652
small 2 blade trapper every day carry folding pocket knife,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ynYAAOSwD29iy0WP/$_1.JPG,16.990000000000002,buck,-8.218699999999998,-35.733478260869546
buck knife 121 over sheath,https://i.ebayimg.com/00/s/MTIwNVgxNjAw/z/xFUAAOSwDFVifVYn/$_1.JPG,195.0,buck,146.65,637.6086956521739
"vintage #433t buck usa 2003 4-1/4"" with 1/2 serrated blade lock back knife",https://i.ebayimg.com/00/s/NTIyWDE1Mzk=/z/9FgAAOSwlOpjBCvn/$_1.JPG,40.27,buck,12.0349,52.32565217391304
"buck knife 8"" lock back half serrated, made in usa *free shipping*",https://i.ebayimg.com/00/s/NTAwWDk5Mg==/z/G7UAAOSwazVjRH6m/$_1.JPG,39.97,buck,11.773899999999998,51.19086956521738
vintage pre date code buck 703 colt knife in box with paperwork,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/D0sAAOSw89RiXItx/$_1.JPG,79.95,buck,46.5565,202.4195652173913
black buck 285 bantam lockback usa knife w/pocket clip dirty b010,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/cHwAAOSwPLti-Yrb/$_1.JPG,14.7,buck,-10.211,-44.39565217391305
rare (no buck name) vintage 1991 buck 703 colt knife never used in box,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vs0AAOSwme9ebSL1/$_1.JPG,199.99,buck,150.9913,656.4839130434782
buck 110 usa lock blade folding knife ebony wood super nice clean new.,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/IDEAAOSwn2NfHfb0/$_1.JPG,75.85000000000002,buck,42.98950000000001,186.91086956521744
buck 371brs stockman wood handle folding pocket knife 3 blades,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/PUEAAOSw3Gth1MIg/$_1.JPG,24.99,buck,-1.258700000000001,-5.472608695652179
buck 285 pocket knife,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/mQAAAOSw3aNhhU3w/$_1.JPG,21.8,buck,-4.033999999999999,-17.539130434782606
buck stockman 371 folding pocket knife with amber jigged bone handles,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/BkcAAOSwjXhhs6Cr/$_1.JPG,21.99,buck,-3.8687000000000014,-16.820434782608697
vintage 1996 buck 525 mallard knife never used in box nos,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/UuEAAOSw0NJjem66/$_1.JPG,99.99,buck,63.9913,278.2230434782608
vintage pre date code buck 311 slim trapper knife used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QG4AAOSweDBh3Uok/$_1.JPG,89.99,buck,55.29129999999999,240.39695652173918
"retired collectible buck knives bucktool multi-tool model 360, usa ~taskco",https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/b28AAOSwMhljdQeT/$_1.JPG,70.99,buck,38.7613,168.52739130434782
buck usa 285 forest green lockback folding pocket knife!,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/AMAAAOSwvnhjJRfA/$_1.JPG,29.97,buck,3.0738999999999983,13.364782608695645
pewter elk bow hunter sid bell original jewlers grade pewter vintage rare new,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/9ggAAOSwCHdigVa-/$_1.JPG,83.0,buck,49.21,213.95652173913044
2011 usa buck 284 black bantam single blade used pocket knife,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/fqcAAOSwAG1gqGmB/$_1.JPG,22.5,buck,-3.4250000000000007,-14.89130434782609
trophy master deer buck 2 1/2'' folding pocket knife,https://i.ebayimg.com/00/s/NjA2WDE2MDA=/z/K7YAAOSwwaBjR4kb/$_1.JPG,11.49,buck,-13.0037,-56.53782608695652
vintage buck usa 110 folding hunter lock back knife nice,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/eq8AAOSwK2xgMvXG/$_1.JPG,84.99,buck,50.9413,221.48391304347825
vintage buck usa 110 folding hunter lock back knife e,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/CNsAAOSwd39fUEAu/$_1.JPG,84.99,buck,50.9413,221.48391304347825
"buck knife - 2007 #373 three blade pocket knife 3 1/4"" length",https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/v6EAAOSwyGBjfWp-/$_1.JPG,22.95,buck,-3.0335,-13.189130434782607
vintage folding pocket knife stainless lock blade wood handle 9” pakistan,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/yhsAAOSwV5BjfmD4/$_1.JPG,13.5,buck,-11.255,-48.93478260869566
vintage buck 110 busch nascar knife never used in box,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/x2oAAOSw77lie6tz/$_1.JPG,209.95,buck,159.6565,694.1586956521741
vintage pre date code buck 703 colt knife never used in box,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/rMIAAOSwbm9iSvPE/$_1.JPG,139.99,buck,98.7913,429.5273913043478
rare 1989 buck 305 brown bone lancer knife never used in box factory fresh,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3msAAOSw6vpf9ld6/$_1.JPG,159.95,buck,116.1565,505.0282608695652
"23 collecter knives some camillus , buck, gerber, franklin mint handmade hunter!",https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/D60AAOSw3rRiH-fJ/$_1.JPG,1093.07,buck,927.9709,4034.6560869565214
buck solo model 379 faux stag handled folding pocket knife   great shape,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/gjQAAOSwRi9jh9do/$_1.JPG,25.0,buck,-1.25,-5.434782608695652
2021 buck 110 usa folding hunter lockback pocket knife w buck leather 110 sheath,https://i.ebayimg.com/00/s/NzU1WDE0MTg=/z/XVwAAOSw4JpjapoA/$_1.JPG,79.95,buck,46.5565,202.4195652173913
buck solo 379 folding handle pocket knife (2015) - s7,https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/0eIAAOSwH4tjIdoR/$_1.JPG,15.0,buck,-9.95,-43.26086956521737
vintage  pre date code buck 311 trapper knife lightly used in box,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/u2kAAOSwuBViSwaq/$_1.JPG,109.99,buck,72.6913,316.0491304347826
buck 318 parallex select blue folding knife combo blade,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/qhMAAOSwtG9bKWAW/$_1.JPG,25.9,buck,-0.4670000000000023,-2.030434782608705
vintage buck 303 pocket knife with 3 blades - box cc,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/VtAAAOSwklFgBa7b/$_1.JPG,47.5,buck,18.325000000000006,79.67391304347828
buck 112 custom brian yellowhorse iwo jima knife never used,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/W7cAAOSwBhdiSvoH/$_1.JPG,608.99,buck,506.8213,2203.570869565217
buck 3 blade folding pocket knife #373e       (w4),https://i.ebayimg.com/00/s/NzMxWDEzNDk=/z/vhgAAOSwjhhh1k~C/$_1.JPG,18.95,buck,-6.5135000000000005,-28.31956521739131
buck usa model vintage pre-1986 315 yachtsman folding knife with marlinspike euc,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/hTQAAOSwKD5h4G~v/$_1.JPG,160.0,buck,116.2,505.2173913043478
vintage buck usa 110 folding hunter lock back knife d,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6o8AAOSwt8NfUD~I/$_1.JPG,84.99,buck,50.9413,221.48391304347825
buck da34 tactical folding pocket knife rainbow w original box rare discontinued,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/gMgAAOSwYGljiNjY/$_1.JPG,75.0,buck,42.25,183.69565217391303
buck bantam bbw black blued blade folding pocket knife,https://i.ebayimg.com/00/s/MTAyMFgxNjAw/z/~1EAAOSwYeRaKEnG/$_1.JPG,45.0,buck,16.15,70.21739130434781
