284955497348|124|0|31|1568|0
354278614932|1|0|0|15|0
394242804901|1|0|0|2|0
255725743936|1|3|0|60|0
354277946912|1|0|0|40|0
155162669785|1|2|0|14|0
394241610680|1|0|0|25|0
265883603253|1|2|0|41|0
255725303427|1|1|0|43|0
225162497401|1|0|0|65|0
255725322406|1|1|0|15|0
134231097693|1|0|0|41|0
354274908129|1|1|0|28|0
384644647348|421|0|244|8464|0
255725745447|1|2|0|43|0
165674904412|1|0|0|55|0
255726460199|1|1|0|42|0
185579584963|1|1|0|56|0
204090620809|1|1|0|81|0
383652024483|574|0|565|111731|0
125512528028|1|2|0|28|0
275451009732|1|0|0|40|0
144713457899|1|0|0|20|0
155156355670|1|1|0|18|0
363979991327|1|0|0|15|0
324946521772|1342|0|908|25676|0
204092433907|1|6|0|65|0
363980089689|1|0|0|19|0
354278851864|1|0|0|27|0
204092793172|1|0|0|7|0
255717171888|1|0|0|36|0
363980082820|1|0|0|31|0
394242740870|1|0|1|20|0
374253434481|1|2|0|22|0
265884226105|10|0|0|33|0
144704539091|1|4|0|107|0
134223834696|1|1|0|40|0
165674900324|1|0|0|29|0
374252771842|1|9|0|55|0
195344573455|1|1|0|29|0
402575908900|47|0|35|2851|0
134230835493|1|5|0|42|0
284958379303|25|0|12|765|0
374250761721|1|5|0|29|0
295213689725|1|1|0|15|0
255723062777|1|0|0|15|0
385112973601|1|0|0|27|0
325342348913|1|1|0|26|0
134231131218|1|0|0|28|0
334560767959|1|0|0|29|0
284965871032|1|0|0|65|0
362590074145|260|0|254|14555|0
385116124658|1|0|0|4|0
354279682886|1|0|0|15|0
284966797559|1|0|0|0|0
394238707032|1|0|0|34|0
363979990756|1|3|0|44|0
175413639067|1|0|0|15|0
225157487828|1|1|0|10|0
394237898234|1|5|0|21|0
134230827462|1|5|0|37|0
134231417751|1|0|0|23|0
134229776362|1|1|0|11|0
204092304115|1|0|0|20|0
275459194352|1|2|0|21|0
304629170324|1|0|0|26|0
394239923613|1|2|0|50|0
275458022668|1|0|0|28|0
125511061356|1|0|0|52|0
363980039310|1|0|0|13|0
175407092623|1|0|0|26|0
275458861131|1|1|0|27|0
185580284260|1|0|0|4|0
165668929635|1|0|0|53|0
304628278793|1|0|0|16|0
295213727685|1|0|0|32|0
403884321655|1|0|0|59|0
265874262152|1|0|0|28|0
265882890648|1|0|0|18|0
304627291852|1|2|0|51|0
354277893476|1|0|0|3|0
363313696539|19|0|15|4740|0
144715315135|1|0|0|23|0
155157604936|1|1|0|36|0
295210265766|1|1|0|26|0
265884724436|1|0|0|34|0
175416026550|1|0|0|16|0
195344785181|1|2|0|48|0
134230843134|1|3|0|19|0
155161834796|1|0|0|14|0
354274885759|1|0|0|27|0
234341559285|48|0|38|2006|0
255724716357|1|0|0|13|0
295213780165|1|2|0|69|0
125511204839|1|1|0|22|0
155158132097|1|1|0|8|0
403879578177|1|0|0|63|0
225159708562|1|1|0|26|0
363980551637|1|0|0|6|0
275385088329|31|0|11|353|0
295217966281|1|1|0|54|0
195345831945|1|1|0|5|0
295217949810|1|0|0|14|0
115523762361|1|2|0|24|0
354278550891|1|1|0|7|0
374252291785|1|0|0|34|0
402108815321|79|0|75|15253|0
234422250763|27|0|18|751|0
255716860940|1|0|0|20|0
354274891600|1|0|0|13|0
314147290746|1|0|0|5|0
115525867730|1|2|0|72|0
195344683076|1|8|0|46|0
394241291405|1|0|0|24|0
295205746825|1|1|0|12|0
144714659034|1|2|0|35|0
295219133189|1|0|0|3|0
304626085980|1|0|0|44|0
354278864560|1|0|1|24|0
363977964647|1|0|0|26|0
394236454787|1|1|0|22|0
134224148921|1|0|0|26|0
134229711300|1|0|0|53|0
165614958701|110|0|77|1724|0
115521789637|1|4|0|31|0
403884162597|1|6|0|37|0
225162523757|1|0|0|14|0
204091656596|1|5|0|46|0
255725027956|1|0|0|20|0
144714697085|1|0|0|75|0
185579522019|1|0|0|57|0
185575379084|1|3|0|23|0
354273293404|1|5|0|53|0
265885384789|1|0|0|3|0
255719587203|1|0|0|32|0
165670353523|1|1|0|25|0
363979969332|1|3|0|31|0
125511204839|1|1|0|22|0
204092619020|1|0|0|50|0
185575345890|1|8|0|35|0
314147252376|1|0|0|5|0
374250455698|1|0|0|65|0
144714654428|1|1|0|74|0
275459204288|1|1|0|13|0
125512972902|1|0|0|2|0
354273303280|1|4|0|63|0
363973293437|1|12|0|109|0
225162529029|1|0|0|26|0
155157604940|1|1|0|19|0
304628436158|1|0|0|33|0
275459201394|1|1|0|9|0
255716424517|1|1|0|51|0
385114864056|1|5|0|19|0
195342557250|1|0|0|37|0
284965113178|1|0|0|33|0
354273302089|1|5|0|41|0
275459324309|1|0|0|9|0
144716555412|1|0|0|15|0
165672188514|1|0|0|13|0
354273308561|1|4|0|25|0
225162486644|1|0|0|45|0
234653477098|3|0|2|120|0
134229769539|1|0|0|15|0
155157604934|1|0|0|32|0
394237887928|1|5|0|43|0
115524492292|1|1|0|16|0
175409654159|1|43|0|447|0
134231204213|1|0|0|57|0
265878231166|1|0|0|20|0
234694663504|1|0|0|20|0
204089546919|1|0|0|48|0
204089551383|1|0|0|54|0
275459193454|1|1|0|18|0
204090648102|1|0|0|9|0
354273307937|1|3|0|39|0
265883933789|1|0|0|40|0
354273308356|1|6|0|43|0
144716591169|1|0|0|5|0
385115101877|1|2|0|27|0
165670353533|1|1|0|9|0
144715302110|1|0|0|31|0
284965808573|1|0|0|63|0
295219141050|1|0|0|1|0
255723744709|1|2|0|28|0
394241842025|1|1|0|46|0
165673395929|1|0|0|17|0
334560602814|1|2|0|98|0
225162038721|1|0|0|17|0
204090362823|1|0|0|28|0
394242755447|1|0|0|4|0
225160841257|1|4|0|54|0
185578929139|1|0|0|48|0
295206054953|1|0|0|13|0
165668309129|1|1|0|15|0
384694010859|4|0|3|46|0
304627452848|1|0|0|6|0
334561425092|1|0|0|5|0
134231407416|1|0|0|19|0
385073551235|1|0|0|337|0
125507978644|1|0|0|5|0
185494686179|1|0|0|186|0
354235949345|1|0|0|153|0
125149958136|1|0|0|799|0
295093157724|1|0|0|269|0
125127051617|1|0|0|826|0
314114537471|1|0|0|119|0
295093018973|1|0|0|511|0
295093157722|1|0|0|583|0
113772100348|1|0|0|2864|0
204092130514|1|0|0|12|0
115420547223|1|0|0|178|0
134147373448|1|0|0|469|0
275402159038|1|0|0|240|0
154960245279|1|0|0|1611|0
155043753279|1|0|0|353|0
155042724723|1|0|0|619|0
155042684128|1|0|0|249|0
185288543266|1|0|0|517|0
325339617665|1|0|0|5|0
144708996520|1|0|0|6|0
144707894702|1|0|0|4|0
144707246044|1|0|0|6|0
224580867888|1|0|0|361|0
144412031501|1|0|0|301|0
144707246042|1|0|0|1|0
144079027700|1|0|0|409|0
275280743066|1|0|0|36|0
