Image,url,title,date_sold,price_in_US,shipping_cost,converted_price,profit,ROI,brand,cost,price,shipping,itemID
https://i.ebayimg.com/00/s/MTM4MlgxNjAw/z/C5UAAOSw-XliyeZ8/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/204032706718?nordt=true&orig_cvip=true&rt=nc,"🌟(10 pcs) tsa knife lot, kershaw, buck, crkt, gerber, used pocket knives, good+","Jul 11, 2022",124.77,0.0,124.77,109.77,731.8,kershaw,15.0,$124.77,$0.00,204032706718
https://i.ebayimg.com/00/s/MTQ3NFgxNjAw/z/ioUAAOSw731iywuX/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/204033397174?nordt=true&orig_cvip=true&rt=nc,"🌟kershaw 7010 highball liner lock pocket knife 2.88"" d2 steel blade, nice!","Jul 12, 2022",24.77,0.0,24.77,9.77,65.13333333333333,kershaw,15.0,$24.77,$0.00,204033397174
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/w2sAAOSw42piyw7s/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033404794?nordt=true&orig_cvip=true&rt=nc,kershaw usa skyline 1760 folding pocket knife - k85,"Jul 17, 2022",90.0,5.25,95.25,80.25,535.0,kershaw,15.0,$90.00,$5.25,204033404794
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/VgQAAOSwicpiyw-p/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033406306?nordt=true&orig_cvip=true&rt=nc,kershaw usa ken onion leek 1660 folding pocket knife - k84,"Jul 17, 2022",40.0,5.25,45.25,30.25,201.66666666666666,kershaw,15.0,$40.00,$5.25,204033406306
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/-9gAAOSw1uZiyxBe/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033409599?nordt=true&orig_cvip=true&rt=nc,kershaw scallion 1620bwnb folding pocket knife - k83,"Jul 17, 2022",23.25,5.25,28.5,13.5,90.0,kershaw,15.0,$23.25,$5.25,204033409599
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/hAUAAOSwC~ZiyxKo/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033413927?nordt=true&orig_cvip=true&rt=nc,kershaw usa scallion 1620fl folding pocket knife - k81,"Jul 17, 2022",18.51,5.25,23.76,8.760000000000002,58.400000000000006,kershaw,15.0,$18.51,$5.25,204033413927
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/D~4AAOSwbO1iyxM6/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033418452?nordt=true&orig_cvip=true&rt=nc,kershaw usa leek 1660ckt folding pocket knife - k80 - modified poorly,"Jul 17, 2022",14.5,5.25,19.75,4.75,31.666666666666664,kershaw,15.0,$14.50,$5.25,204033418452
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/fYwAAOSwUIViyxS7/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033421656?nordt=true&orig_cvip=true&rt=nc,kershaw usa chive 1600 folding pocket knife (may 03) - k79,"Jul 17, 2022",20.0,5.25,25.25,10.25,68.33333333333333,kershaw,15.0,$20.00,$5.25,204033421656
https://i.ebayimg.com/00/s/MTQ4OVgxNDg5/z/ox4AAOSwK9piye5l/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204033563898?nordt=true&orig_cvip=true&rt=nc,kershaw rogue 2000 folding knife with wood inlay handle original box docs japan,"Aug 20, 2022",74.97,5.15,80.12,65.12,434.1333333333334,kershaw,15.0,$74.97,$5.15,204033563898
https://i.ebayimg.com/00/s/MTUxNFgxNjAw/z/xfoAAOSwNkBizD3b/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/204034352886?nordt=true&orig_cvip=true&rt=nc,"🌟kershaw 1776bw link, linerlock pocket knife, assisted open flipper, very good+","Jul 21, 2022",34.77,0.0,34.77,19.770000000000003,131.80000000000004,kershaw,15.0,$34.77,$0.00,204034352886
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/MqwAAOSwl-1inPCA/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204035603257?nordt=true&orig_cvip=true&rt=nc,kershaw usa groove manual 1730 folding pocket knife - k20,"Jul 23, 2022",84.99,5.25,90.24,75.24,501.6,kershaw,15.0,$84.99,$5.25,204035603257
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/YfEAAOSwrLxiX~L9/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204035611350?nordt=true&orig_cvip=true&rt=nc,kershaw shuffle 8700blk folding pocket knife & bottle opener - k400,"Jul 23, 2022",10.49,5.25,15.74,0.7400000000000002,4.9333333333333345,kershaw,15.0,$10.49,$5.25,204035611350
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/IYUAAOSwnQFinPh4/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204037317024?nordt=true&orig_cvip=true&rt=nc,kershaw usa blur 1670tblkst folding pocket knife - k24 - broken tip,"Jul 23, 2022",20.5,5.25,25.75,10.75,71.66666666666667,kershaw,15.0,$20.50,$5.25,204037317024
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MvwAAOSw~NFi0Gy6/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/204037382385?nordt=true&orig_cvip=true&rt=nc,kershaw collecters knife set,"Jul 14, 2022",225.0,0.0,225.0,210.0,1400.0,kershaw,15.0,$225.00,$0.00,204037382385
