Image,date_sold_x,title_x,price_in_US,shipping_cost,converted_price,profit,ROI,brand,cost,url,title_y,date_sold_y,price,shipping,itemID
https://i.ebayimg.com/00/s/OTAwWDEyMDA=/z/kgMAAOSweYxiJOZX/$_12.JPG?set_id=880000500F,"Jul 17, 2022",benchmade 522 presidio folding knifebenchmade 522 presidio folding knife,79.95,5.95,85.9,40.90000000000001,90.88888888888891,benchmade,45.0,https://www.ebay.com/itm/304561524829?nordt=true&orig_cvip=true&rt=nc,benchmade 522 presidio folding knife,"Jul 17, 2022",$79.95,$5.95,304561524829
https://i.ebayimg.com/00/s/MTIyM1gxNTg0/z/1ksAAOSwKFhi1yiQ/$_57.JPG?set_id=8800005007,"Jul 26, 2022",benchmade 940 osborne knife carbon fiber scales and cf clip s30v bladebenchmade 940 osborne knife carbon fiber scales and cf clip s30v blade,169.5,7.0,176.5,131.5,292.22222222222223,benchmade,45.0,https://www.ebay.com/itm/304568917819?nordt=true&orig_cvip=true&rt=nc,benchmade 940 osborne knife carbon fiber scales and cf clip s30v blade,"Jul 26, 2022",$169.50,$7.00,304568917819
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/bRwAAOSwxHpi1v6b/$_12.JPG?set_id=880000500F,"Jul 19, 2022","benchmade 535gry-1 bugout 3.24"" gray cerakote s30v ranger green folding knifebenchmade 535gry-1 bugout 3.24"" gray cerakote s30v ranger green folding knife",105.0,5.5,110.5,65.5,145.55555555555554,benchmade,45.0,https://www.ebay.com/itm/314078679079?nordt=true&orig_cvip=true&rt=nc,"benchmade 535gry-1 bugout 3.24"" gray cerakote s30v ranger green folding knife","Jul 19, 2022",$105.00,$5.50,314078679079
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QpYAAOSwvvdi7sha/$_12.JPG?set_id=880000500F,"Aug 21, 2022",benchmade 10200 ambush folding knife. mel pardue designbenchmade 10200 ambush folding knife. mel pardue design,53.0,5.2,58.2,13.200000000000005,29.33333333333334,benchmade,45.0,https://www.ebay.com/itm/314107473155?nordt=true&orig_cvip=true&rt=nc,benchmade 10200 ambush folding knife. mel pardue design,"Aug 21, 2022",$53.00,$5.20,314107473155
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/AyoAAOSwfT5iudM-/$_12.JPG?set_id=880000500F,"Jul 5, 2022",benchmade 585 mini barrage knifebenchmade 585 mini barrage knife,110.0,5.2,115.2,70.2,156.0,benchmade,45.0,https://www.ebay.com/itm/325245619004?nordt=true&orig_cvip=true&rt=nc,benchmade 585 mini barrage knife,"Jul 5, 2022",$110.00,$5.20,325245619004
https://i.ebayimg.com/00/s/MTQ0MFg1MjA=/z/IEUAAOSweF9ixu7m/$_12.JPG?set_id=880000500F,"Jul 9, 2022",used benchmade 533 bugout orange and satin pocket knifeused benchmade 533 bugout orange and satin pocket knife,80.0,5.2,85.2,40.2,89.33333333333334,benchmade,45.0,https://www.ebay.com/itm/325259072555?nordt=true&orig_cvip=true&rt=nc,used benchmade 533 bugout orange and satin pocket knife,"Jul 9, 2022",$80.00,$5.20,325259072555
https://i.ebayimg.com/00/s/MTYwMFg3MjA=/z/znMAAOSwDZVi1e0p/$_12.JPG?set_id=880000500F,"Jul 26, 2022","benchmade 15030-2 bone collector knife, axis lock, d2 steelbenchmade 15030-2 bone collector knife, axis lock, d2 steel",172.5,8.95,181.45,136.45,303.2222222222222,benchmade,45.0,https://www.ebay.com/itm/334507109687?nordt=true&orig_cvip=true&rt=nc,"benchmade 15030-2 bone collector knife, axis lock, d2 steel","Jul 26, 2022",$172.50,$8.95,334507109687
https://i.ebayimg.com/00/s/MTYwMFg3MjA=/z/0HoAAOSwkrZi8WVU/$_12.JPG?set_id=880000500F,"Aug 21, 2022","benchmade usa 555 pardue green scales mini griptilian folding knife,440c, ovalbenchmade usa 555 pardue green scales mini griptilian folding knife,440c, oval",291.0,5.25,296.25,251.25,558.3333333333333,benchmade,45.0,https://www.ebay.com/itm/334527098645?nordt=true&orig_cvip=true&rt=nc,"benchmade usa 555 pardue green scales mini griptilian folding knife,440c, oval","Aug 21, 2022",$291.00,$5.25,334527098645
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z7oAAOSwkXdit26z/$_12.JPG?set_id=880000500F,"Jul 5, 2022",benchmade 154cm mel pardue used solid knifebenchmade 154cm mel pardue used solid knife,59.0,4.5,63.5,18.5,41.111111111111114,benchmade,45.0,https://www.ebay.com/itm/354139667763?nordt=true&orig_cvip=true&rt=nc,benchmade 154cm mel pardue used solid knife,"Jul 5, 2022",$59.00,$4.50,354139667763
https://i.ebayimg.com/00/s/MTYwMFgxMDY4/z/-kkAAOSwdV1iwQVm/$_57.JPG?set_id=8800005007,"Jul 11, 2022",1986  one benchmade pocket knife1986  one benchmade pocket knife,122.5,8.75,131.25,86.25,191.66666666666669,benchmade,45.0,https://www.ebay.com/itm/354143895752?nordt=true&orig_cvip=true&rt=nc,1986  one benchmade pocket knife,"Jul 11, 2022",$122.50,$8.75,354143895752
