Image,url,title,date_sold,price_in_US,shipping_
https://i.ebayimg.com/images/g/63UAAOSwjKtjsdsE/s-l1200.jpg,https://www.ebay.com/itm/185720752401?nordt=true&orig_cvip=true&rt=nc,CRKT M16-13Z Carson Design Folding Pocket Knife Combo Spear Point Liner Nylon,"Jan 2, 2023",$17.00,$6.10
https://i.ebayimg.com/images/g/AIIAAOSwflFjrkX0/s-l1200.jpg,https://www.ebay.com/itm/354485528536?nordt=true&orig_cvip=true&rt=nc,Crkt Knife Lot,"Jan 2, 2023",$60.00,$6.10
https://i.ebayimg.com/images/g/tVoAAOSwelhjJ0N~/s-l1200.jpg,https://www.ebay.com/itm/394248653417?nordt=true&orig_cvip=true&rt=nc,CRKT M16-03KS Kit Carson Design Folding Knife,"Jan 2, 2023",$25.00,$0.00
https://i.ebayimg.com/images/g/q38AAOSwkR9jrDCl/s-l1200.jpg,https://www.ebay.com/itm/374429758336?nordt=true&orig_cvip=true&rt=nc,#570 Black & Blue CRKT 6444B Edgie 2 Self Sharpening Lockback Knife,"Jan 2, 2023",$28.78,$0.00
https://i.ebayimg.com/images/g/uIkAAOSwSPtjrC8y/s-l1200.jpg,https://www.ebay.com/itm/134387491139?nordt=true&orig_cvip=true&rt=nc,#569 Black CRKT M 16-14Z Serrated Tanto GFN LinerLock Knife LAWKS,"Jan 2, 2023",$22.50,$0.00
https://i.ebayimg.com/images/g/r7cAAOSwXcljf02l/s-l1200.jpg,https://www.ebay.com/itm/394403224169?nordt=true&orig_cvip=true&rt=nc,CRKT H.U.G. Halligan's Ultimate Gadget Frame Lock Knife 5570,"Jan 2, 2023",$34.99,$6.95
https://i.ebayimg.com/images/g/7zMAAOSwceNjnwAH/s-l1200.jpg,https://www.ebay.com/itm/155315683560?nordt=true&orig_cvip=true&rt=nc,CRKT Columbia River M16-03KS Pocket Knife Folder Spear Point Blade Kit Carson,"Jan 2, 2023",$25.00,$9.75
https://i.ebayimg.com/images/g/XlUAAOSwDpljEm9H/s-l1200.png,https://www.ebay.com/itm/394395253449?nordt=true&orig_cvip=true&rt=nc,CRKT M16-01KS Carson Design Frame Lock Pocket Knife!!! ,"Jan 2, 2023",$17.95,$6.00
https://i.ebayimg.com/images/g/UgUAAOSwK~pjrNEe/s-l1200.jpg,https://www.ebay.com/itm/354483571716?nordt=true&orig_cvip=true&rt=nc,CRKT Minimalist 2387 Folts Design Fixed Blade Knife W/Sheath,"Jan 2, 2023",$18.00,$5.30
https://i.ebayimg.com/images/g/l7EAAOSwZK9jsPK7/s-l1200.jpg,https://www.ebay.com/itm/175556242993?nordt=true&orig_cvip=true&rt=nc,CRKT CEO Blackout EDC Folding Pocket Knife: Gentleman's Knife 7097K,"Jan 2, 2023",$31.85,$0.00
https://i.ebayimg.com/images/g/ALIAAOSw1CxjnPLN/s-l1200.jpg,https://www.ebay.com/itm/225303456297?nordt=true&orig_cvip=true&rt=nc,CRKT Columbia River Flat Out Pocket Knife Folder 7016 Point Blade Lerch Design,"Jan 2, 2023",$34.95,$0.00
https://i.ebayimg.com/images/g/OdIAAOSwc1VjqlXO/s-l1200.jpg,https://www.ebay.com/itm/314292475684?nordt=true&orig_cvip=true&rt=nc,CRKT RITUAL 7471 Assist Open Folding Knife White Resin Handle Blue SS Bolster,"Jan 2, 2023",$62.73,$5.85
https://i.ebayimg.com/images/g/VNUAAOSwysxjnP8b/s-l1200.jpg,https://www.ebay.com/itm/255882497660?nordt=true&orig_cvip=true&rt=nc,"CRKT Ripple K415KXP Ken Onion Design Linerlock Folding Knife, Discontinued","Jan 1, 2023",$31.95,$5.25
https://i.ebayimg.com/images/g/SA4AAOSwpVNjqNBE/s-l1200.jpg,https://www.ebay.com/itm/364090416596?nordt=true&orig_cvip=true&rt=nc,CRKT M16-10KSF CARSON DESIGN FOLDING TANTO BLADE FRAME LOCK KNIFE ,"Jan 1, 2023",$17.50,$4.95
https://i.ebayimg.com/images/g/E-sAAOSwQqBjp4DZ/s-l1200.jpg,https://www.ebay.com/itm/134382211418?nordt=true&orig_cvip=true&rt=nc,crkt knife folding liner lock ,"Jan 1, 2023",$10.50,$6.60
https://i.ebayimg.com/images/g/1AUAAOSwHixjsOfK/s-l1200.jpg,https://www.ebay.com/itm/394402767033?nordt=true&orig_cvip=true&rt=nc,CRKT x Williams Blade Design OTANASHI NOH KEN Folding Knife Folder Black EDC,"Jan 1, 2023",$50.00,$8.15
https://i.ebayimg.com/images/g/8XYAAOSwxNVi8rIc/s-l1200.jpg,https://www.ebay.com/itm/255886488021?nordt=true&orig_cvip=true&rt=nc,CRKT MIRAGE GRAY GHOST  7812 POCKET KNIFE Taiwan  #7,"Jan 1, 2023",$8.50,$4.99
https://i.ebayimg.com/images/g/ZmEAAOSw6sNiwhLG/s-l1200.jpg,https://www.ebay.com/itm/225307900998?nordt=true&orig_cvip=true&rt=nc,CRKT  M16-10KZ POCKET KNIFE  Tanto blade #H,"Jan 1, 2023",$10.00,$4.99
https://i.ebayimg.com/images/g/aIIAAOSwas1jl-Ig/s-l1200.jpg,https://www.ebay.com/itm/234818431387?nordt=true&orig_cvip=true&rt=nc,J97 CRKT 5470 Ikoma Fossil Pocket Knife,"Jan 1, 2023",$32.00,$5.50
https://i.ebayimg.com/images/g/acsAAOSw2AxijSwG/s-l1200.jpg,https://www.ebay.com/itm/255886488017?nordt=true&orig_cvip=true&rt=nc,CRKT  M16-10KS POCKET KNIFE  Tanto blade #L,"Jan 1, 2023",$15.27,$4.99
https://i.ebayimg.com/images/g/7SYAAOSwG59jp2SR/s-l1200.jpg,https://www.ebay.com/itm/314294570054?nordt=true&orig_cvip=true&rt=nc,CRKT Hammond Design Cruiser Special Forces Folding Pocket Knife - KB 543,"Jan 1, 2023",$16.00,$5.40
https://i.ebayimg.com/images/g/F0gAAOSwbs5jl-FN/s-l1200.jpg,https://www.ebay.com/itm/334663883934?nordt=true&orig_cvip=true&rt=nc,J114 CRKT Carson M21-10KSF Pocket Knife,"Jan 1, 2023",$15.51,$4.95
https://i.ebayimg.com/images/g/W00AAOSw3UVjl-FK/s-l1200.jpg,https://www.ebay.com/itm/234818426509?nordt=true&orig_cvip=true&rt=nc,J110 CRKT Carson M16-13SFG Pocket Knife,"Jan 1, 2023",$17.50,$5.85
https://i.ebayimg.com/images/g/hyMAAOSwFmFjl-FH/s-l1200.jpg,https://www.ebay.com/itm/334663883910?nordt=true&orig_cvip=true&rt=nc,J107 CRKT Carson Desert Camo M16-14D Pocket Knife,"Jan 1, 2023",$21.51,$6.10
