Image,url,date_sold,price_in_US,shipping_cost,title,converted_price,profit,ROI,brand,cost
https://i.ebayimg.com/images/g/iqEAAOSwVc5jrPzK/s-l1200.jpg,https://www.ebay.com/itm/134388689614?nordt=true&orig_cvip=true&rt=nc,2023-01-04,29.0,6.0,''crkt ken onion ripple k415kxp knifecrkt ken onion ripple k415kxp knife,35.0,12.45,83.0,crkt,15.0
https://i.ebayimg.com/images/g/jOMAAOSw96NjUB41/s-l1200.jpg,https://www.ebay.com/itm/314195332794?nordt=true&orig_cvip=true&rt=nc,2023-01-04,40.0,6.1,''crkt m16-14zlek kit carson design linerlock combo tanto blade pocket knifecrkt m16-14zlek kit carson design linerlock combo tanto blade pocket knife,46.1,22.107,147.38,crkt,15.0
https://i.ebayimg.com/images/g/Ew8AAOSw5KFjl-V9/s-l1200.png,https://www.ebay.com/itm/374430891200?nordt=true&orig_cvip=true&rt=nc,2023-01-04,15.0,4.6,''crkt m16-10kz carson design black folding blade pocket knifecrkt m16-10kz carson design black folding blade pocket knife,19.6,-0.9480000000000004,-6.320000000000002,crkt,15.0
https://i.ebayimg.com/images/g/rA0AAOSwyHNjr5BK/s-l1200.jpg,https://www.ebay.com/itm/275599496893?nordt=true&orig_cvip=true&rt=nc,2023-01-04,29.0,5.9,''nm columbia river knife tools crkt rogers 7096 ceo slim lockback folding pocketnm columbia river knife tools crkt rogers 7096 ceo slim lockback folding pocket,34.9,12.363,82.41999999999999,crkt,15.0
https://i.ebayimg.com/images/g/vXAAAOSwluZjr4~I/s-l1200.jpg,https://www.ebay.com/itm/234841077245?nordt=true&orig_cvip=true&rt=nc,2023-01-04,24.5,5.45,''nm crkt columbia river mj lerch 3802k lck+ flipper lockback folding knife knivesnm crkt columbia river mj lerch 3802k lck+ flipper lockback folding knife knives,29.95,8.0565,53.71,crkt,15.0
https://i.ebayimg.com/images/g/NugAAOSwxr5jtaOV/s-l1200.jpg,https://www.ebay.com/itm/275605162156?nordt=true&orig_cvip=true&rt=nc,2023-01-04,28.0,4.5,"''crkt septimo black folding knife 3.625"" 8cr13mov - excellent condition!crkt septimo black folding knife 3.625"" 8cr13mov - excellent condition!",32.5,10.274999999999999,68.5,crkt,15.0
https://i.ebayimg.com/images/g/CZgAAOSwiEpiwOT-/s-l1200.jpg,https://www.ebay.com/itm/265763337491?nordt=true&orig_cvip=true&rt=nc,2023-01-04,33.0,0.0,"''7.5” black crkt ignitor serrated folding pocket knife, model 68657.5” black crkt ignitor serrated folding pocket knife, model 6865",33.0,10.71,71.4,crkt,15.0
https://i.ebayimg.com/images/g/KPAAAOSwZQxjrtjF/s-l1200.jpg,https://www.ebay.com/itm/134390677217?nordt=true&orig_cvip=true&rt=nc,2023-01-04,20.5,0.0,''#611 black crkt m 16-12z serrated tanto stainless linerlock knife#611 black crkt m 16-12z serrated tanto stainless linerlock knife,20.5,-0.16499999999999915,-1.0999999999999943,crkt,15.0
https://i.ebayimg.com/images/g/hLAAAOSwLv5jpOUI/s-l1200.jpg,https://www.ebay.com/itm/125692629222?nordt=true&orig_cvip=true&rt=nc,2023-01-04,19.5,38.0,''crkt jettison carter design steel silver edc flip knife! crkt jettison carter design steel silver edc flip knife!,57.5,32.025,213.49999999999997,crkt,15.0
https://i.ebayimg.com/images/g/17oAAOSwHh5i0ELD/s-l1200.jpg,https://www.ebay.com/itm/354166215659?nordt=true&orig_cvip=true&rt=nc,2023-01-04,18.0,3.5,"''crkt carson m16-10ks edc tanto frame lock knife (3"" black serrated)crkt carson m16-10ks edc tanto frame lock knife (3"" black serrated)",21.5,0.7049999999999983,4.699999999999989,crkt,15.0
https://i.ebayimg.com/images/g/w2IAAOSw-rhjad2Y/s-l1200.jpg,https://www.ebay.com/itm/304693435370?nordt=true&orig_cvip=true&rt=nc,2023-01-03,23.0,4.99,''crkt cicada idworks knife scissors led flashlight bottle opener caddy money clipcrkt cicada idworks knife scissors led flashlight bottle opener caddy money clip,27.990000000000002,6.351300000000002,42.34200000000001,crkt,15.0
https://i.ebayimg.com/images/g/YBcAAOSwgC1jsHGc/s-l1200.jpg,https://www.ebay.com/itm/115659511144?nordt=true&orig_cvip=true&rt=nc,2023-01-03,41.0,5.08,''lot of 6 folding knife gerber benchmade pelican flashlight multi toollot of 6 folding knife gerber benchmade pelican flashlight multi tool,46.08,22.089599999999997,147.26399999999998,crkt,15.0
https://i.ebayimg.com/images/g/JoIAAOSwrudjq65j/s-l1200.jpg,https://www.ebay.com/itm/165855692837?nordt=true&orig_cvip=true&rt=nc,2023-01-03,29.0,5.5,''crkt m16-14zlek knifecrkt m16-14zlek knife,34.5,12.015,80.10000000000001,crkt,15.0
https://i.ebayimg.com/images/g/cKMAAOSw9s1jq6AV/s-l1200.jpg,https://www.ebay.com/itm/295441700717?nordt=true&orig_cvip=true&rt=nc,2023-01-03,29.99,0.0,''crkt carson design m16-14d flipper pocket knifecrkt carson design m16-14d flipper pocket knife,29.99,8.091299999999997,53.94199999999998,crkt,15.0
https://i.ebayimg.com/images/g/qIgAAOSwT79jrkIL/s-l1200.jpg,https://www.ebay.com/itm/314296918859?nordt=true&orig_cvip=true&rt=nc,2023-01-03,16.82,5.9,''columbia river knife tools crkt m16-10z tanto lockback folding survival knivescolumbia river knife tools crkt m16-10z tanto lockback folding survival knives,22.72,1.7663999999999973,11.775999999999982,crkt,15.0
https://i.ebayimg.com/images/g/QdUAAOSwT5ljohgt/s-l1200.jpg,https://www.ebay.com/itm/255899419020?nordt=true&orig_cvip=true&rt=nc,2023-01-03,21.26,7.66,''crkt  knife. lerch design crkt  knife. lerch design,28.92,7.160400000000003,47.73600000000002,crkt,15.0
https://i.ebayimg.com/images/g/pTsAAOSwLkRjrkEg/s-l1200.jpg,https://www.ebay.com/itm/275598329401?nordt=true&orig_cvip=true&rt=nc,2023-01-03,17.5,3.67,''rare crkt columbia river 5175nirk novo lockback folding knife knives survival vgrare crkt columbia river 5175nirk novo lockback folding knife knives survival vg,21.17,0.41790000000000305,2.7860000000000205,crkt,15.0
https://i.ebayimg.com/images/g/PUoAAOSwkthjrMFz/s-l1200.jpg,https://www.ebay.com/itm/334681973239?nordt=true&orig_cvip=true&rt=nc,2023-01-03,60.02,5.9,''crkt columbia river knife & tool ed van hoy snap lock pocket knifecrkt columbia river knife & tool ed van hoy snap lock pocket knife,65.92,39.3504,262.336,crkt,15.0
https://i.ebayimg.com/images/g/BzAAAOSwLeRjI9Id/s-l1200.jpg,https://www.ebay.com/itm/265887743855?nordt=true&orig_cvip=true&rt=nc,2023-01-03,27.0,0.0,''crkt m16-12z folding pocket knife - carson design - liner lock!crkt m16-12z folding pocket knife - carson design - liner lock!,27.0,5.489999999999998,36.59999999999999,crkt,15.0
https://i.ebayimg.com/images/g/npkAAOSwOZ5jo54I/s-l1200.jpg,https://www.ebay.com/itm/334674343873?nordt=true&orig_cvip=true&rt=nc,2023-01-03,38.0,7.99,''crkt natural knifecrkt natural knife,45.99,22.0113,146.742,crkt,15.0
https://i.ebayimg.com/images/g/PC8AAOSwe1Vjo3Ug/s-l1200.jpg,https://www.ebay.com/itm/334674228659?nordt=true&orig_cvip=true&rt=nc,2023-01-03,45.99,7.99,''crkt seismic deadbolt knifecrkt seismic deadbolt knife,53.980000000000004,28.962600000000002,193.084,crkt,15.0
https://i.ebayimg.com/images/g/pucAAOSwe3pjlMFw/s-l1200.jpg,https://www.ebay.com/itm/394373146859?nordt=true&orig_cvip=true&rt=nc,2023-01-03,50.0,5.5,''columbia river knife & tool m1-13k lightfoot m-1  liner lock made in taiwan nibcolumbia river knife & tool m1-13k lightfoot m-1  liner lock made in taiwan nib,55.5,30.284999999999997,201.89999999999998,crkt,15.0
https://i.ebayimg.com/images/g/xa8AAOSwswxjreej/s-l1200.jpg,https://www.ebay.com/itm/374432116650?nordt=true&orig_cvip=true&rt=nc,2023-01-03,30.0,0.0,''#591 black crkt 7096 ceo rogers design linerlock shirt pocket knife ikbs#591 black crkt 7096 ceo rogers design linerlock shirt pocket knife ikbs,30.0,8.100000000000001,54.000000000000014,crkt,15.0
https://i.ebayimg.com/images/g/Cf8AAOSwJs9jn1IK/s-l1200.jpg,https://www.ebay.com/itm/364083605353?nordt=true&orig_cvip=true&rt=nc,2023-01-03,21.95,0.0,''crkt columbia river piet pocket knife folder 5390 straight blade voxnaes designcrkt columbia river piet pocket knife folder 5390 straight blade voxnaes design,21.95,1.096499999999999,7.3099999999999925,crkt,15.0
https://i.ebayimg.com/images/g/J4QAAOSw-jljqzqq/s-l1200.jpg,https://www.ebay.com/itm/185714258090?nordt=true&orig_cvip=true&rt=nc,2023-01-03,40.0,12.6,"''crkt 2903 hissatsu assisted open tanto folder pocket knife 8.75"" newcrkt 2903 hissatsu assisted open tanto folder pocket knife 8.75"" new",52.6,27.762,185.08,crkt,15.0
https://i.ebayimg.com/images/g/qIAAAOSwsxtjlPLy/s-l1200.png,https://www.ebay.com/itm/115635321134?nordt=true&orig_cvip=true&rt=nc,2023-01-03,45.0,12.75,''crkt m16-14sfg serrated tanto g10 liner lock lawks large pocket knife usedcrkt m16-14sfg serrated tanto g10 liner lock lawks large pocket knife used,57.75,32.2425,214.95000000000002,crkt,15.0
