Image,url,date_sold,price_in_US,shipping_,title,Text
https://i.ebayimg.com/images/g/nz0AAOSwdDNjgV6z/s-l1200.png,,"Dec 2, 2022",$68.00,$10.00,,''#CASE xx Purple Jigged Bone Trapper 6254 Stainless Pocket Knife Arrowhead Shield#CASE xx Purple Jigged Bone Trapper 6254 Stainless Pocket Knife Arrowhead Shield
https://i.ebayimg.com/images/g/RYIAAOSwpf5jgWBp/s-l1200.jpg,https://www.ebay.com/itm/185672333401?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$60.00,$3.99,CASE XX-USA--61749L SS--MINI COPPERLOCK--GREEN BONE--FOLDING LOCKING KNIFE,''CASE XX-USA--61749L SS--MINI COPPERLOCK--GREEN BONE--FOLDING LOCKING KNIFECASE XX-USA--61749L SS--MINI COPPERLOCK--GREEN BONE--FOLDING LOCKING KNIFE
https://i.ebayimg.com/images/g/8aIAAOSw41hjg7-~/s-l1200.jpg,,"Dec 2, 2022",$45.00,$4.25,,''Vintage Case XX 62055 1940-65 Equal End Cigar Pocket Knife - Red Bone - UserVintage Case XX 62055 1940-65 Equal End Cigar Pocket Knife - Red Bone - User
https://i.ebayimg.com/images/g/SFwAAOSwBApjg8VO/s-l1200.jpg,,"Dec 2, 2022",$102.50,$4.25,,''VINTAGE 1980 CASE XX 10 DOT 64052 CONGRESS JIGGED BROWN BONE POCKET KNIFE - UserVINTAGE 1980 CASE XX 10 DOT 64052 CONGRESS JIGGED BROWN BONE POCKET KNIFE - User
https://i.ebayimg.com/images/g/ou0AAOSwK0ljg~ZE/s-l1200.jpg,https://www.ebay.com/itm/204166235086?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$76.00,$4.00,Case XX CA80511 Kickstart Folding Pocket Knife Synthetic Smooth Trapper-Orange,''Case XX CA80511 Kickstart Folding Pocket Knife Synthetic Smooth Trapper-OrangeCase XX CA80511 Kickstart Folding Pocket Knife Synthetic Smooth Trapper-Orange
https://i.ebayimg.com/images/g/OPUAAOSwVRVjUuk-/s-l1200.jpg,https://www.ebay.com/itm/394298567226?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$55.00,$0.00,Case XX Trapper 10254SS Smooth Black Micarta Pocket Knife,''Case XX Trapper 10254SS Smooth Black Micarta Pocket KnifeCase XX Trapper 10254SS Smooth Black Micarta Pocket Knife
https://i.ebayimg.com/images/g/cDoAAOSwOcljUuXS/s-l1200.jpg,https://www.ebay.com/itm/394298554505?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$110.00,$0.00,Case 58134 Double Bladed Trapper Pocket Knife. Stag.,''Case 58134 Double Bladed Trapper Pocket Knife. Stag.Case 58134 Double Bladed Trapper Pocket Knife. Stag.
https://i.ebayimg.com/images/g/lx4AAOSwdZVjiXrb/s-l1200.jpg,https://www.ebay.com/itm/314254923773?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$165.00,$5.50,"Genuine Stag Barlows Pocket Knife , Collector Knives","''Genuine Stag Barlows Pocket Knife , Collector KnivesGenuine Stag Barlows Pocket Knife , Collector Knives"
https://i.ebayimg.com/images/g/5XkAAOSwS2djilqE/s-l1200.jpg,https://www.ebay.com/itm/374385231397?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$275.00,$7.95,ABCA LIMITED EDITION CASE 5200 SCHATT & MORGAN  LARGE GUNSTOCK STAG HANDLE KNIFE,''ABCA LIMITED EDITION CASE 5200 SCHATT & MORGAN  LARGE GUNSTOCK STAG HANDLE KNIFEABCA LIMITED EDITION CASE 5200 SCHATT & MORGAN  LARGE GUNSTOCK STAG HANDLE KNIFE
https://i.ebayimg.com/images/g/KwMAAOSwnLdjim9l/s-l1200.jpg,https://www.ebay.com/itm/185682373527?nordt=true&orig_cvip=true&rt=nc,"Dec 2, 2022",$45.00,$9.75,Case Knife HARLEY DAVIDSON Trapper 52150 Antique Stag Etched Bolsters 2016 - BOX,''Case Knife HARLEY DAVIDSON Trapper 52150 Antique Stag Etched Bolsters 2016 - BOXCase Knife HARLEY DAVIDSON Trapper 52150 Antique Stag Etched Bolsters 2016 - BOX
