Image,url,title,Field4,price_in_US,shipping_
https://i.ebayimg.com/images/g/to0AAOSw1e1jsuT2/s-l1200.jpg,https://www.ebay.com/itm/185721821278?nordt=true&orig_cvip=true&rt=nc,"Pocket Knife Lot Used - Gerber, Case, SOG, Kershaw, Mac Tools","Jan 2, 2023",$60.00,$7.89
https://i.ebayimg.com/images/g/rYwAAOSwEu1ji3GT/s-l1200.jpg,https://www.ebay.com/itm/125682556421?nordt=true&orig_cvip=true&rt=nc,Case P172 XX Buffalo Large Clasp Knife With Case 4 Dot,"Jan 2, 2023",$92.00,$8.41
https://i.ebayimg.com/images/g/bwoAAOSwJsJjoiyH/s-l1200.jpg,https://www.ebay.com/itm/125673584281?nordt=true&orig_cvip=true&rt=nc,Case Classic 53055 Stag 1994 Wharncliffe Whittler Knife,"Jan 1, 2023",$225.00,$5.00
https://i.ebayimg.com/images/g/mOAAAOSwZSBjoiD3/s-l1200.jpg,https://www.ebay.com/itm/325473643054?nordt=true&orig_cvip=true&rt=nc,"Case XX Pocket Knife #339 - John Wayne Commemorative - ""The Duke 1907-1979""","Jan 1, 2023",$81.00,$10.95
https://i.ebayimg.com/images/g/L1QAAOSwa-VjqSjD/s-l1200.jpg,https://www.ebay.com/itm/354478323428?nordt=true&orig_cvip=true&rt=nc,case hunting knife,"Jan 1, 2023",$44.18,$5.90
https://i.ebayimg.com/images/g/hXYAAOSwxb5jRLcg/s-l1200.jpg,https://www.ebay.com/itm/175553481123?nordt=true&orig_cvip=true&rt=nc,"Case Kentucky Bicentennial 1774-1974 Knife G137 6.5"" USA New Old Stock","Jan 1, 2023",$52.50,$5.50
https://i.ebayimg.com/images/g/D~kAAOSwo7djqRaM/s-l1200.jpg,https://www.ebay.com/itm/195532765100?nordt=true&orig_cvip=true&rt=nc,1976 Case American Spirt knife #3685,"Jan 1, 2023",$142.50,$14.28
https://i.ebayimg.com/images/g/w4cAAOSwCpxi4zL5/s-l1200.jpg,https://www.ebay.com/itm/125582654802?nordt=true&orig_cvip=true&rt=nc,VINTAGE 1940-85 ORIGINAL CASE XX PUMPKIN KNIFE BOX YELLOW STOCK 3347 (119),"Jan 1, 2023",$10.00,$5.15
https://i.ebayimg.com/images/g/qU8AAOSwckBjofOr/s-l1200.png,https://www.ebay.com/itm/374417321979?nordt=true&orig_cvip=true&rt=nc,VTG**RARE** CASE 82100 SS SADDLEHORN ABALONE 2 BLADE FOLDING HUNTING KNIFE. MIB!,"Jan 1, 2023",$355.00,$13.46
https://i.ebayimg.com/images/g/NVEAAOSwRQRjodNt/s-l1200.png,https://www.ebay.com/itm/204192031060?nordt=true&orig_cvip=true&rt=nc,VTG**RARE** CASE 8111 1/2L CHEETAH ABALONE FOLDING HUNTING KNIFE MINT IN BOX,"Jan 1, 2023",$436.00,$7.58
https://i.ebayimg.com/images/g/4DoAAOSwg09joc1U/s-l1200.png,https://www.ebay.com/itm/204192019706?nordt=true&orig_cvip=true&rt=nc,VTG**RARE** CASE 8265 SS ABALONE FOLDING 2 BLADE HUNTING KNIFE MINT IN BOX,"Jan 1, 2023",$447.00,$9.94
https://i.ebayimg.com/images/g/i3QAAOSwPGBjofLd/s-l1200.png,https://www.ebay.com/itm/374417122790?nordt=true&orig_cvip=true&rt=nc,VTG**RARE** CASE 81265LC SS MOTHER OF PEARL FOLDING HUNTING KNIFE MINT IN BOX,"Jan 1, 2023",$280.00,$7.96
https://i.ebayimg.com/images/g/p7kAAOSw0eFjocMi/s-l1200.png,https://www.ebay.com/itm/374417087898?nordt=true&orig_cvip=true&rt=nc,VTG**RARE** CASE TB8539 SS ABALONE SOWBELLY 5 BLADE FOLDING KNIFE MINT IN BOX,"Jan 1, 2023",$510.00,$10.48
https://i.ebayimg.com/images/g/JGMAAOSw0eZjq6oR/s-l1200.jpg,https://www.ebay.com/itm/185714738357?nordt=true&orig_cvip=true&rt=nc,Case XX Barlow Knife 22751 Brown Bone CV 62009 1 / 2CV 2019,"Jan 1, 2023",$82.77,$5.45
https://i.ebayimg.com/images/g/~eUAAOSw265jWtdk/s-l1200.jpg,https://www.ebay.com/itm/165796617685?nordt=true&orig_cvip=true&rt=nc,CASE  XX KNIFE: Statue of Liberty 100th Anniversary 1984 Collectors Series USA,"Jan 1, 2023",$100.00,$10.60
https://i.ebayimg.com/images/g/YZsAAOSwr85jg4ue/s-l1200.jpg,https://www.ebay.com/itm/204196485752?nordt=true&orig_cvip=true&rt=nc,Case USA XX Peanut 6220 Folding Pocket Knife (2018) - C158,"Jan 1, 2023",$40.98,$5.25
https://i.ebayimg.com/images/g/fGsAAOSw~yRjqNTZ/s-l1200.jpg,https://www.ebay.com/itm/314290904194?nordt=true&orig_cvip=true&rt=nc,"CASE XX Knife lot of 3 knives, 3318 SHSP 1991, 3220 CV, & 3254 CV, yellow Delrin","Jan 1, 2023",$114.99,$6.10
