Image,Field4,price_in_US,shipping_,Image1,title,date_sold,shipping_cost
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$14.49,$3.49,https://i.ebayimg.com/images/g/BCoAAOSw5kthuMsL/s-l1200.jpg,Kershaw Volt 3655 Folding Pocket Knife - K977,"Dec 24, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$17.00,$3.49,https://i.ebayimg.com/images/g/JYMAAOSwsvlhvKOi/s-l1200.jpg,Kershaw Select Fire 1920 Folding Pocket Knife & Multi-tool - K986,"Dec 24, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$23.50,$3.49,https://i.ebayimg.com/images/g/x1wAAOSwLMdhv-Rn/s-l1200.jpg,Used Kershaw 1660BLKW Pocket Knife,"Dec 24, 2021",$3.75
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$107.50,$3.49,https://i.ebayimg.com/images/g/ZvIAAOSwARZhvO6l/s-l1200.jpg,Kershaw 1550ST Folding Knife Assisted Made In The USA with leather holder,"Dec 24, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$9.50,$3.49,https://i.ebayimg.com/images/g/pzMAAOSwt1phv-dQ/s-l1200.jpg,Used Kershaw 1835TSTBLK Pocket Knife,"Dec 24, 2021",$3.75
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$49.99,$3.49,https://i.ebayimg.com/images/g/Tk0AAOSws~Rhqj~C/s-l1200.jpg,Kershaw 1870OLBLK Knockout Folding Pocket Knife - Olive Black - Very Good,"Dec 24, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$10.00,$3.49,https://i.ebayimg.com/images/g/wzQAAOSw0wlhqmGR/s-l1200.jpg,Kershaw Speedsafe 1600SS Chive Pocket Knife,"Dec 24, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$8.50,$3.49,https://i.ebayimg.com/images/g/N04AAOSwXMNhgDKx/s-l1200.jpg,KERSHAW - SWERVE Spring Assist WIDE BLADE Speedsafe FLIPPER AO knife KAI KS 3850,"Dec 24, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$36.80,$3.49,https://i.ebayimg.com/images/g/Re4AAOSwq95hWhKx/s-l1200.jpg,Kershaw (2008) USA 1660  Leek Plain Edge Blade Knife ALL Stainless Steel NICE!,"Dec 24, 2021",$5.50
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$45.00,$3.49,https://i.ebayimg.com/images/g/yjkAAOSwGnthR02Y/s-l1200.jpg,Kershaw 1550 Sample Promo Display Advertising NOT SHARP Knife Display,"Dec 24, 2021",$6.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$24.97,$3.49,https://i.ebayimg.com/images/g/ofkAAOSwsxpg3j87/s-l1200.jpg,KERSHAW POCKET KNIFE USA 1620 FL Assisted Opening,"Dec 24, 2021",$5.99
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$19.99,$3.49,https://i.ebayimg.com/images/g/W4gAAOSw3-BgdZ28/s-l1200.jpg,Kershaw Fraxion 1160TANBW Pocket Knife - G-10 /Carbon Fiber Overlay Handle K473,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.50,$3.49,https://i.ebayimg.com/images/g/ufcAAOSw8WJht1kG/s-l1200.jpg,#639 AAB Black Kershaw 1990BW Brawler Tanto Speedsafe Assisted Liner Lock Knife,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$13.00,$3.49,https://i.ebayimg.com/images/g/5XgAAOSwsjhhsXeO/s-l1200.jpg,Kershaw Filter 1306BW 3.25” Speedsafe Folding Pocket Hunting EDC Knife,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$50.00,$3.49,https://i.ebayimg.com/images/g/kN0AAOSw6pxhvOmO/s-l1200.jpg,Vintage Kershaw SNAP ON TOOLS “75th Anniversary” Big Joe 4200  Knife ,"Dec 25, 2021",$9.30
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$25.00,$3.49,https://i.ebayimg.com/images/g/hEcAAOSwvGZhxJTn/s-l1200.jpg,Kershaw - 1004- Japan - National Geographic Knife - Mini Carabiner Tool,"Dec 25, 2021",$4.50
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$26.50,$3.49,https://i.ebayimg.com/images/g/QB0AAOSwZpRhwG0s/s-l1200.jpg,#729 Black Oxide Kershaw Leek 1660CKT Assisted Opening Knife USA,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$18.50,$3.49,https://i.ebayimg.com/images/g/Gg0AAOSwnB1hwIqs/s-l1200.jpg,#733 Kershaw 3870 Amplitude 2.5 Rexford Design Speedsafe Assisted Open Knife ,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.50,$3.49,https://i.ebayimg.com/images/g/euEAAOSwt5FhwJF5/s-l1200.jpg,#741 All Black Kershaw 8700BLK Shuffle LinerLock Knife W/Bottle Opener ,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$16.01,$3.49,https://i.ebayimg.com/images/g/0XUAAOSwOgdhxP9J/s-l1200.jpg,#388 Navy Blue Kershaw Scallion 1620NB Assisted Opening Liner Lock Knife USA,"Dec 25, 2021",$3.99
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$26.00,$3.49,https://i.ebayimg.com/images/g/4REAAOSw-mJhxQEm/s-l1200.jpg,Kershaw 1660 Leek Pocket Knife ,"Dec 25, 2021",$3.99
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$76.50,$3.49,https://i.ebayimg.com/images/g/TjcAAOSwkSRhfFwA/s-l1200.jpg,"Kershaw 1660CB Ken Onion Leek Flipper Knife 3"" Composite CPM-D2 - BR246","Dec 25, 2021",$4.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$12.00,$3.49,https://i.ebayimg.com/images/g/v30AAOSwmOFhx1Eb/s-l1200.jpg,"Kershaw Cryo Folding Knife (1555TI); 2.75” 8Cr13MoV Steel Blade, Stainless Steel","Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.00,$3.49,https://i.ebayimg.com/images/g/oYMAAOSw-2xhtP8g/s-l1200.jpg,Very Nice Kershaw 4000 Lil Cody Japan Knife,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$25.00,$3.49,https://i.ebayimg.com/images/g/reAAAOSw78JhZaOk/s-l1200.jpg, Kershaw 1060A Black Horse II Pocket Knife  1060,"Dec 25, 2021",$9.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$40.00,$3.49,https://i.ebayimg.com/images/g/Jb4AAOSwmoRhtkeY/s-l1200.jpg,Kershaw Ken Onion Leek 1660CKT Folding Knife - Black,"Dec 25, 2021",$4.50
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$16.00,$3.49,https://i.ebayimg.com/images/g/nKwAAOSwyeNhWp7c/s-l1200.jpg,vintage Snap-on Kershaw Silver Spur 2800 Japan small folding pocket knife,"Dec 25, 2021",$5.40
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$50.00,$3.49,https://i.ebayimg.com/images/g/gekAAOSwMhVhWjML/s-l1200.jpg,RARE Kershaw 1500ST Mini Random Task  SHARP! xxxx knife,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$187.50,$3.49,https://i.ebayimg.com/images/g/xdcAAOSwYn5hul6f/s-l1200.jpg,Kershaw 1840cktst shallot Ken Onion Design Knife speed safe assisted open,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$26.01,$3.49,https://i.ebayimg.com/images/g/4AYAAOSw-mJhxP~w/s-l1200.jpg,Kershaw 1660ST Leek Pocket Knife Serrated,"Dec 25, 2021",$3.99
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$79.99,$3.49,https://i.ebayimg.com/images/g/cQQAAOSwjWBhlU44/s-l1200.jpg,Ken Onion Kershaw 1470 Storm USA Pocket Folding Knife Discontinued Jan 05,"Dec 25, 2021",$5.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$6.00,$3.49,https://i.ebayimg.com/images/g/UDIAAOSwCQxhwKZY/s-l1200.jpg,Kershaw Shuffle 3800 Folding Pocket Knife & Bottle Opener - K903,"Dec 25, 2021",$4.45
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$7.88,$3.49,https://i.ebayimg.com/images/g/Q-MAAOSw5lZhw1UF/s-l1200.jpg,Kershaw Shuffle II 8750TBLKBW Pocket Knife & Bottle Opener,"Dec 25, 2021",$4.90
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$11.99,$3.49,https://i.ebayimg.com/images/g/yGkAAOSwob5hvkRN/s-l1200.jpg,Kershaw A/O Grinder 1359 Folding Pocket Knife - K996,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$11.50,$3.49,https://i.ebayimg.com/images/g/ckUAAOSwywZhvKxa/s-l1200.jpg,Kershaw Shuffle 8700PURBW Folding Pocket Knife & Bottle Opener - K993,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$13.99,$3.49,https://i.ebayimg.com/images/g/7IAAAOSw-RRhxKQU/s-l1200.jpg,Kershaw 1987 RJ Tactical 3.0 SpeedSafe Assisted Open Flipper Knife Used (W40),"Dec 25, 2021",$4.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.55,$3.49,https://i.ebayimg.com/images/g/S-8AAOSwJ5xhvKUd/s-l1200.jpg,Kershaw Shuffle DIY 8720 Pocket Knife & Multi-tool - K984,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$13.50,$3.49,https://i.ebayimg.com/images/g/9oAAAOSw7UdhvKfX/s-l1200.jpg,Kershaw Shuffle II 8750TOLBW Pocket Knife & Bottle Opener - K985,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$20.25,$3.49,https://i.ebayimg.com/images/g/O3QAAOSwyDthvKhr/s-l1200.jpg,Kershaw A/O Ken Onion Chive 1600 Pocket Knife (2004) - K987 - Slight Rocking,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$36.00,$3.49,https://i.ebayimg.com/images/g/cSIAAOSwPHJhvKmS/s-l1200.jpg,Kershaw Ken Onion Leek 1660 Pocket Knife - K990,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$26.00,$3.49,https://i.ebayimg.com/images/g/WO0AAOSwj4FhvKon/s-l1200.jpg,Kershaw Ken Onion Leek 1660PUR Pocket Knife - K994 - Engraved Handles,"Dec 25, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$37.99,$3.49,https://i.ebayimg.com/images/g/VDkAAOSwCfJhUzEB/s-l1200.jpg,KERSHAW 3860 Oblivion SpeedSafe Stainless/Black Pocket Knife K376 ,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$35.00,$3.49,https://i.ebayimg.com/images/g/7z4AAOSwEV5hx1dc/s-l1200.jpg,Kershaw 1660RDBW Leek Folding Knife - Blue,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$39.99,$3.49,https://i.ebayimg.com/images/g/elQAAOSw~rpfuJWg/s-l1200.jpg,KERSHAW ROGUE One (1) Blade Lock Folding Pocket Knife Hunting 2000 Japan,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$33.00,$3.49,https://i.ebayimg.com/images/g/3PsAAOSwlYRhvp8P/s-l1200.jpg, Kershaw USA 1660CKTST Leek Assisted Opening Knife ,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$31.00,$3.49,https://i.ebayimg.com/images/g/1F0AAOSw3~5hvp-3/s-l1200.jpg,Kershaw USA 1600 Chive Assisted Opening Pocket Knife,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$10.50,$3.49,https://i.ebayimg.com/images/g/mucAAOSw7b5hwUih/s-l1200.jpg,Used Kershaw Shuffle II 8750TOLBW Pocket Knife ,"Dec 25, 2021",$3.75
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$12.00,$3.49,https://i.ebayimg.com/images/g/~xsAAOSwAg1hxMnQ/s-l1200.jpg,Kershaw Ken Onion Vapor 1640 Folding Pocket Knife Opens Manually RUSTY,"Dec 25, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$10.50,$3.49,https://i.ebayimg.com/images/g/h2YAAOSw-NphwVrp/s-l1200.jpg,Used Kershaw 1620FL Pocket Knife,"Dec 25, 2021",$3.75
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$27.00,$3.49,https://i.ebayimg.com/images/g/8awAAOSw1AFhfE~3/s-l1200.jpg,Kershaw 3410 Pocket Knife 8Cr13MoV Stainless Steel Blade - BR243,"Dec 25, 2021",$4.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$8.96,$3.49,https://i.ebayimg.com/images/g/TukAAOSwt5Fhv6xp/s-l1200.jpg,Kershaw Single Blade Pocket Knife Pocket Clip Very Clean,"Dec 26, 2021",$4.30
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$28.00,$3.49,https://i.ebayimg.com/images/g/wosAAOSwjmJhLVdP/s-l1200.jpg,Vintage Discontinued Kershaw Elk Spring Back Lock Folding Knife 1046 Japan Green,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$35.00,$3.49,https://i.ebayimg.com/images/g/hmMAAOSwDNFhqmXK/s-l1200.jpg,Kershaw USA Leek 1660CKT Black Speedsafe Assisted Knife,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$32.00,$3.49,https://i.ebayimg.com/images/g/7Z8AAOSwPEFg8G2Z/s-l1200.jpg, Kershaw Leek 1660CKT Pocket Knife USA,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$45.00,$3.49,https://i.ebayimg.com/images/g/CnsAAOSwyp5egQaU/s-l1200.jpg,KERSHAW 1670BLK Folding Knife Excellent,"Dec 26, 2021",$5.50
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$16.00,$3.49,https://i.ebayimg.com/images/g/01IAAOSwoO5herhH/s-l1200.jpg,Kershaw Reverb XL 1225 Folding Pocket Knife and Carabiner ,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$52.99,$3.49,https://i.ebayimg.com/images/g/KCMAAOSwuXNhhum6/s-l1200.jpg,Kershaw 1776GRYBW Link Folding Knife  EXCELLENT CONDITION USA MADE,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$145.00,$3.49,https://i.ebayimg.com/images/g/kSwAAOSwGuFgZB19/s-l1200.jpg,Kershaw 1800 Mini Mojo 1800 Speed Safe Knife USA Made Blade March 2005,"Dec 26, 2021",$4.99
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.99,$3.49,https://i.ebayimg.com/images/g/LTwAAOSwTEdhsuTo/s-l1200.jpg,"Kershaw 1605CKTST Clash All Black 3"" SpeedSafe Assisted Flipper Knife Used (Q55)","Dec 26, 2021",$5.20
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$20.00,$3.49,https://i.ebayimg.com/images/g/YrcAAOSwEjthsVx1/s-l1200.jpg,Kershaw Clash 1605CKTST Folding Pocket Knife,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$19.50,$3.49,https://i.ebayimg.com/images/g/E1UAAOSwNCRhr~t8/s-l1200.jpg,Vintage Kershaw Black Horse Folding Knife - Japan 1060,"Dec 26, 2021",$2.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$45.00,$3.49,https://i.ebayimg.com/images/g/DQcAAOSwJy1hx17C/s-l1200.jpg,Discontinued Kershaw 1760 Skyline Pocket knife USA made,"Dec 26, 2021",$5.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$31.00,$3.49,https://i.ebayimg.com/images/g/rPcAAOSwvGRhv1~m/s-l1200.jpg,kershaw single blade knife folding,"Dec 26, 2021",$5.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$32.88,$3.49,https://i.ebayimg.com/images/g/KTsAAOSwehBhwdeT/s-l1200.jpg,NEW Kershaw 1555TI Cryo Hinderer Designed Assisted Opening Knife NIB,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$70.00,$3.49,https://i.ebayimg.com/images/g/Bo4AAOSw-RRhwdhk/s-l1200.jpg,#743 Black Kershaw 1550ST Serrated Blackout USA Speedsafe Assist LinerLock Knife,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$54.00,$3.49,https://i.ebayimg.com/images/g/hzsAAOSw8IFhwdu7/s-l1200.jpg,#745 Black Kershaw 1760 Skyline Linerlock Flipper Knife USA,"Dec 26, 2021",$0.00
﻿https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$14.50,$3.49,https://i.ebayimg.com/images/g/LccAAOSwW0lhwea3/s-l1200.jpg,#753 Black Kershaw 1920 Select Fire LinerLock Knife ,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$47.99,$3.49,https://i.ebayimg.com/images/g/MAEAAOSwZANhmU-p/s-l1200.jpg,Kershaw Blur Tiger Stripe Tanto 14c28NSteel Assisted Opening Knife USA 1670TTSST,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$22.00,$3.49,https://i.ebayimg.com/images/g/R0cAAOSwJ2dhu28q/s-l1200.jpg,Kershaw Oblivion 3860 Assisted Opening Folding Pocket Knife,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$20.00,$3.49,https://i.ebayimg.com/images/g/1m8AAOSwgrxhjthY/s-l1200.jpg,Kershaw 1920  Select Fire GG hawk Design Knife tools  Lot L27,"Dec 26, 2021",$5.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.50,$3.49,https://i.ebayimg.com/images/g/eq8AAOSwJRhhqbPL/s-l1200.jpg,C41 Kershaw Flourish 3935 Pocket Knife,"Dec 26, 2021",$5.20
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$6.75,$3.49,https://i.ebayimg.com/images/g/YdkAAOSwYbJhqbPO/s-l1200.jpg,C38 Kershaw Brawler 1990 Pocket Knife,"Dec 26, 2021",$4.20
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$22.50,$3.49,https://i.ebayimg.com/images/g/8jcAAOSw2SZhqbPS/s-l1200.jpg,C34 Kershaw Leek 1660CKT Pocket Knife,"Dec 26, 2021",$4.15
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$39.66,$3.49,https://i.ebayimg.com/images/g/9c0AAOSwvBhhqbPW/s-l1200.jpg,C32 Kershaw Blur 1670GBBLKST Pocket Knife,"Dec 26, 2021",$4.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$40.50,$3.49,https://i.ebayimg.com/images/g/QZ4AAOSwwFdhlt7w/s-l1200.jpg,"Kershaw 1660H3 Leek Knife, Plain Edge, Ken Onion, Assisted Open, USA, Black – VG","Dec 26, 2021",$4.15
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.00,$3.49,https://i.ebayimg.com/images/g/x4oAAOSw~oFhiR6C/s-l1200.jpg,"Vintage KAI KERSHAW Model 9970 9"" Carving Knife From Japan","Dec 26, 2021",$5.50
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$11.00,$3.49,https://i.ebayimg.com/images/g/JJoAAOSwOAFhpAwC/s-l1200.jpg,Kershaw 1555TI Cryo Hinderer Design Pocket Knife Used,"Dec 26, 2021",$5.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$77.00,$3.49,https://i.ebayimg.com/images/g/8bIAAOSwyDthu6wq/s-l1200.jpg,Kershaw 1910CKTST Pocket Knife Assist Black G10 GGHawk Used and Worn,"Dec 26, 2021",$4.95
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$87.00,$3.49,https://i.ebayimg.com/images/g/HOkAAOSwgNxhu6za/s-l1200.jpg,1  KERSHAW KNIFE 1910 G&G Hawk Design SNAP-ON Blade Replacement,"Dec 26, 2021",$4.85
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$26.00,$3.49,https://i.ebayimg.com/images/g/H4QAAOSwpY5hu602/s-l1200.jpg,Kershaw 3810 knife D2 blade titanium alloy handle blade is hard to get out.,"Dec 26, 2021",$4.90
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$24.60,$3.49,https://i.ebayimg.com/images/g/3kgAAOSwvOdhu63C/s-l1200.jpg,Kershaw 4510 Knife Japan Lever Action Manual Used and damaged tip,"Dec 26, 2021",$4.85
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$20.00,$3.49,https://i.ebayimg.com/images/g/RAUAAOSw1WNhsCbW/s-l1200.jpg,Kershaw Green Al Mar AM-4 Assisted Opening 8Cr13MoV Blade Folding Pocket Knife,"Dec 26, 2021",$6.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$12.50,$3.49,https://i.ebayimg.com/images/g/oR8AAOSwjWBhoRuI/s-l1200.jpg,Kershaw A/O Clash 1605CKTST Folding Pocket Knife - K917 - Advertising On Blade,"Dec 26, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$12.99,$3.49,https://i.ebayimg.com/images/g/hB0AAOSw2xBhtNKl/s-l1200.jpg,Kershaw Chill 3410 Folding Pocket Knife With Flipper - K963,"Dec 26, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$32.00,$3.49,https://i.ebayimg.com/images/g/FOQAAOSwIAdhqPH5/s-l1200.jpg,Kershaw Ken Onion Leek 1660OLBLKST Pocket Knife - K941 - Ad On Handle,"Dec 26, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$15.50,$3.49,https://i.ebayimg.com/images/g/W84AAOSwM6thu09k/s-l1200.jpg,Kershaw Ken Onion Vapor 1650ST Folding Pocket Knife - K981 - Opens Manually,"Dec 26, 2021",$5.25
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$17.59,$3.49,https://i.ebayimg.com/images/g/QykAAOSwuT9hr9Rk/s-l1200.jpg,Kershaw Speedsafe 1835TBLKST Kuro Folding Pocket Knife Assisted Combo Liner Blk,"Dec 26, 2021",$0.00
https://i.ebayimg.com/images/g/-BIAAOSwSYVf8ygV/s-l1200.jpg,"Jan 11, 2021",$20.50,$3.49,https://i.ebayimg.com/images/g/cw8AAOSwIMthvK0A/s-l1200.jpg,Kershaw Ken Onion A/O Scallion 1620RDST XXXX Pocket Knife (2007) - K933,"Dec 26, 2021",$5.25
